SeqId,SomaId,Target Name,Target Full Name,UniProt ID,Type,Organism,Dilution,Apparent Kd (M),LoDB (RFU),Signal To Noise Plasma,Intra-Plate CV Plasma,Inter-Plate CV Plasma,Total CV Plasma,Correlation Plasma,F-Statistic Plasma,Lower 95% Normal Plasma (RFU),Median Normal Plasma (RFU),Upper 95% Normal Plasma (RFU),Signal To Noise Serum,Intra-Plate CV Serum,Inter-Plate CV Serum,Total CV Serum,Correlation Serum,F-Statistic Serum,Lower 95% Normal Serum (RFU),Median Normal Serum (RFU),Upper 95% Normal Serum (RFU),Characterization Info,Orthogonal Strategies,MRM-MS Data,DDA-MS Data,Genetic Strategies,Entrez Gene Name,Entrez Gene ID,Ensembl Gene ID,HGNC ID,SELEX Target Name,SELEX UniProt ID,Serum Scalar v4.0 to v4.1,Serum Lin's CCC,Plasma Scalar v4.0 to v4.1,Plasma Lin's CCC
5636-10,SL002084,MFAP4,Microfibril-associated glycoprotein 4,P55083,Protein,Human,0.5%,1.09E-10,56,18.327,0.021,0.021,0.03,0.972,48.396,693,1301,2459,15.978,0.021,0.018,0.028,0.95,25.513,828,1420,3185,,,,,,MFAP4,4239,ENSG00000166482,HGNC:7035,,,0.96,0.927,0.68,0.953
5637-81,SL017072,NTNG1,Netrin-G1,Q9Y2I2,Protein,Human,20%,2.17E-11,103,10.444,0.022,0.019,0.03,0.897,199.524,826,1246,2666,15.522,0.013,0.014,0.019,0.929,83.714,1024,1332,2899,,,,,29875488|30072576,NTNG1,22854,ENSG00000162631,HGNC:23319,,,1.301,0.949,0.852,0.901
5638-23,SL012702,GT251,Procollagen galactosyltransferase 1,Q8NBJ5,Protein,Human,0.5%,9.09E-11,116,9.841,0.019,0.023,0.03,0.885,10.994,1044,1505,2657,18.892,0.02,0.016,0.025,0.971,2280.269,1475,1899,2602,,,,,30072576,COLGALT1,79709,ENSG00000130309,HGNC:26182,,,1.468,0.918,1.037,0.708
5639-49,SL017092,NETO1,Neuropilin and tolloid-like protein 1,Q8TDF5,Protein,Human,20%,3.02E-11,107,6.279,0.052,0.053,0.074,0.574,2.442,621,903,2020,23.049,0.039,0.027,0.048,0.827,19.202,1327,1787,2248,No closely related human proteins were available for specificity testing.,,,,,NETO1,81832,ENSG00000166342,HGNC:13823,,,1.284,0.729,0.956,0.694
5643-2,SL012575,LCN8,Epididymal-specific lipocalin-8,Q6JVE9,Protein,Human,20%,1.55E-11,46,6.689,0.028,0.032,0.043,0.917,1617.383,288,388,1013,9.117,0.024,0.025,0.034,0.851,34.99,309,371,792,,,,,,LCN8,138307,ENSG00000204001,HGNC:27038,,,1.092,0.96,0.721,0.934
5644-60,SL007198,RNAS4,Ribonuclease 4,P34096,Protein,Human,0.5%,4.44E-11,59,162.868,0.042,0.039,0.057,0.764,5.1,9184,13251,20003,218.954,0.045,0.035,0.057,0.905,17.491,8504,12428,19051,,,,30072576,29875488|30072576,RNASE4,6038,ENSG00000258818,HGNC:10047,,,1.152,0.891,0.886,0.733
5646-20,SL012758,RNAS6,Ribonuclease K6,Q93091,Protein,Human,0.5%,3.18E-11,96,22.781,0.037,0.044,0.058,0.901,2.272,1430,2676,7048,26.085,0.046,0.028,0.054,0.721,3.2,1883,3080,7025,,,,,29875488|30072576,RNASE6,6039,ENSG00000169413,HGNC:10048,,,1.197,0.944,0.939,0.903
5648-28,SL017094,CTRB2,Chymotrypsinogen B2,Q6GPI1,Protein,Human,0.5%,1.05E-11,48,13.655,0.031,0.046,0.056,0.992,521.37,213,1129,3871,14.583,0.027,0.02,0.033,0.988,889.177,241,919,2995,,,,,30072576,CTRB2,440387,ENSG00000168928,HGNC:2522,,,1.338,0.985,0.957,0.987
5649-83,SL012479,PSG4,Pregnancy-specific beta-1-glycoprotein 4,Q00888,Protein,Human,20%,1.06E-11,112,2.633,0.024,0.074,0.078,0.871,16.302,290,424,1142,6.385,0.017,0.014,0.022,0.92,47.049,444,580,1226,,,,,29875488|30072576,PSG4,5672,ENSG00000243137,HGNC:9521,,,1.415,0.953,1.019,0.937
5650-9,SL008205,PDIA6,Protein disulfide-isomerase A6,Q15084,Protein,Human,0.5%,4.49E-12,313,73.813,0.022,0.015,0.027,0.978,120.324,3402,19594,40554,4.721,0.027,0.027,0.038,0.91,1.403,1583,2168,3046,,,,30072576,30072576,PDIA6,10130,ENSG00000143870,HGNC:30168,,,1.197,0.837,0.882,0.892
5651-50,SL012488,PSG7,Putative pregnancy-specific beta-1-glycoprotein 7,Q13046,Protein,Human,20%,5.86E-12,50,2.041,0.033,0.039,0.051,0.723,19.109,90,121,261,3.323,0.028,0.025,0.038,0.783,23.882,108,131,284,,,,,,PSG7,5676,ENSG00000221878,HGNC:9524,,,1.422,0.916,1.056,0.928
5653-23,SL017074,PRS37,Probable inactive serine protease 37,A4D1T9,Protein,Human,20%,1.6E-11,36,3.996,0.046,0.032,0.056,0.876,15.12,134,174,401,9.316,0.035,0.024,0.043,0.772,45.213,199,245,530,,,,,,PRSS37,136242,ENSG00000165076,HGNC:29211,,,1.247,0.932,0.876,0.928
5654-70,SL017091,TMX3,Protein disulfide-isomerase TMX3,Q96JJ7,Protein,Human,0.5%,2.26E-11,122,20.693,0.017,0.022,0.027,0.916,28.276,1527,2144,3219,10.052,0.02,0.016,0.025,0.924,32.375,1344,1876,2871,,,,,,TMX3,54495,ENSG00000166479,HGNC:24718,,,1.134,0.955,0.806,0.79
5656-53,SL012424,PP11,Poly(U)-specific endoribonuclease,P21128,Protein,Human,20%,4.86E-11,65,2.904,0.03,0.026,0.04,0.773,31.456,171,214,676,5.775,0.022,0.04,0.046,0.795,12.524,226,267,759,,,,,30072576,ENDOU,8909,ENSG00000111405,HGNC:14369,,,1.612,0.907,1.155,0.896
5657-28,SL009528,SIA4A,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",Q11201,Protein,Human,20%,2.21E-11,42,32.204,0.027,0.029,0.039,0.939,40.211,919,1542,2954,40.615,0.026,0.014,0.03,0.857,15.325,1090,1476,2297,,,,,30072576|29875488,ST3GAL1,6482,ENSG00000008513,HGNC:10862,,,1.19,0.939,0.75,0.913
5658-64,SL003991,coagulation factor XIII B,Coagulation factor XIII B chain,P05160,Protein,Human,0.5%,3.31E-11,62,395.871,0.046,0.032,0.056,0.864,4.9,16463,26222,37547,718.488,0.053,0.045,0.069,0.734,3.688,35382,45249,56779,,,,30072576,30072576,F13B,2165,ENSG00000143278,HGNC:3534,,,1.323,0.705,0.987,0.645
5659-11,SL004188,TRH,Pro-Thyrotropin-releasing hormone,P20396,Protein,Human,20%,3.43E-11,64,4.054,0.03,0.031,0.043,0.915,22.049,256,328,1049,10.016,0.014,0.014,0.02,0.845,66.46,429,491,1027,,,,,,TRH,7200,ENSG00000170893,HGNC:12298,,,1.744,0.869,1.226,0.87
5660-51,SL003672,SOD3,Extracellular superoxide dismutase [Cu-Zn],P08294,Protein,Human,0.5%,4.93E-12,37,646.151,0.03,0.022,0.037,0.945,1010.256,16459,27028,132163,623.863,0.028,0.017,0.033,0.925,26.594,17074,26642,157281,No binding was observed with Superoxide dismutase [Cu-Zn].,,,30072576,30072576,SOD3,6649,ENSG00000109610,HGNC:11181,,,0.256,0.961,0.196,0.946
5661-15,SL001715,IL-18,Interleukin-18,Q14116,Protein,Human,20%,1.48E-10,57,13.401,0.027,0.028,0.039,0.947,8.832,829,1130,2059,24.563,0.032,0.025,0.041,0.869,9.568,984,1468,2943,,,,,,IL18,3606,ENSG00000150782,HGNC:5986,,,1.295,0.928,0.917,0.917
5663-18,SL007105,PF4V,Platelet factor 4 variant,P10720,Protein,Human,20%,2.89E-11,69,4.798,0.021,0.026,0.033,0.93,15.53,295,377,1701,9.558,0.019,0.015,0.024,0.925,126.596,373,490,1316,,,,,30072576|29875488,PF4V1,5197,ENSG00000109272,HGNC:8862,,,1.316,0.896,0.963,0.824
5664-57,SL012682,D106A,Beta-defensin 106,Q8N104,Protein,Human,20%,2.47E-11,68,4.128,0.085,0.067,0.108,0.667,3.313,241,372,942,11.535,0.069,0.044,0.082,0.676,3.44,431,604,1051,,,,,,DEFB106A,245909,ENSG00000186579|ENSG00000285617|ENSG00000275794|ENSG00000187082,HGNC:18088,,,1.326,0.866,0.852,0.829
5667-3,SL012491,SEM3B,Semaphorin-3B,Q13214,Protein,Human,20%,2.49E-11,135,3.473,0.056,0.05,0.075,0.709,7.123,469,600,1452,9.023,0.026,0.022,0.034,0.869,7.389,736,866,1376,,,,,,SEMA3B,7869,ENSG00000012171,HGNC:10724,,,1.498,0.843,1.037,0.857
5669-26,SL012554,SIRB2,Signal-regulatory protein beta-2,Q5JXA9,Protein,Human,20%,1.39E-10,37,10.001,0.041,0.029,0.05,0.662,148.41,376,548,1152,21.977,0.045,0.038,0.059,0.9,5.407,582,783,1196,Under Investigation,,,,,SIRPB2,284759,ENSG00000196209,HGNC:16247,,,2.276,0.839,1.131,0.808
5671-1,SL000353,Chymotrypsin,Chymotrypsinogen B,P17538,Protein,Human,20%,1.28E-10,94,4.604,0.06,0.049,0.077,0.959,111.391,362,608,3881,8.678,0.055,0.04,0.068,0.858,25.598,447,617,2619,,,,,30072576|29875488,CTRB1,1504,ENSG00000168925,HGNC:2521,,,1.899,0.948,1.327,0.934
5675-6,SL003198,Tenascin,Tenascin,P24821,Protein,Human,0.5%,1.81E-10,40,78.54,0.017,0.013,0.021,0.988,129.834,1286,3148,5923,98.915,0.019,0.014,0.024,0.976,72.508,1318,3437,6103,,29875488,,,,TNC,3371,ENSG00000041982,HGNC:5318,PRELP,P51888,1.163,0.991,0.949,0.964
5676-54,SL012436,ASIP,Agouti-signaling protein,P42127,Protein,Human,20%,8.55E-11,57,4.781,0.031,0.034,0.046,0.781,5.124,239,330,1013,9.534,0.038,0.039,0.055,0.912,28.74,356,433,1058,,,,,29875488|30072576,ASIP,434,ENSG00000101440,HGNC:745,,,1.841,0.856,1.016,0.896
5677-15,SL017102,CB066,Uncharacterized protein C2orf66,Q6UXQ4,Protein,Human,20%,1.28E-11,61,3.466,0.026,0.03,0.039,0.892,3.007,190,239,407,11.119,0.021,0.023,0.031,0.917,18.803,431,577,787,,,,,,C2orf66,401027,ENSG00000187944,HGNC:33809,,,1.989,0.87,1.327,0.825
5679-16,SL004534,HBD-3,Beta-defensin 103,P81534,Protein,Human,20%,7.7E-11,77,3.185,0.03,0.036,0.047,0.909,99.691,244,276,666,7.792,0.015,0.018,0.023,0.88,27.851,368,427,671,,,,,,DEFB103A,414325,ENSG00000176797|ENSG00000284978|ENSG00000177243|ENSG00000273641|ENSG00000285376,HGNC:15967,,,1.883,0.724,1.141,0.771
5680-54,SL012845,OBP2B,Odorant-binding protein 2b,Q9NPH6,Protein,Human,20%,2.49E-11,61,12.075,0.029,0.021,0.036,0.926,5249.126,309,764,4331,14.898,0.017,0.026,0.032,0.961,89.346,339,676,3336,,,,,30072576|29875488,OBP2B,29989,ENSG00000171102|ENSG00000280584,HGNC:23381,,,1.173,0.984,0.81,0.979
5682-13,SL006589,VASN,Vasorin,Q6EMK4,Protein,Human,0.005%,2.32E-11,70,27.33,0.069,0.035,0.078,0.811,4.776,1226,1907,2743,24.48,0.065,0.035,0.073,0.852,2.72,1315,2012,2718,,,,30072576,30072576,VASN,114990,ENSG00000274334|ENSG00000168140,HGNC:18517,,,1.228,0.693,1.039,0.728
5687-5,SL008641,GLU2B,Glucosidase 2 subunit beta,P14314,Protein,Human,20%,1.39E-11,98,69.685,0.037,0.039,0.053,0.638,4.979,6343,9924,13633,71.184,0.041,0.023,0.047,0.746,8.041,4804,6545,10279,,,,30072576,,PRKCSH,5589,ENSG00000130175,HGNC:9411,,,1.405,0.853,1.003,0.663
5688-65,SL012852,CBLN4,Cerebellin-4,Q9NTU7,Protein,Human,0.5%,2.13E-11,44,59.758,0.05,0.043,0.066,0.917,20.419,1438,2379,4108,53.227,0.063,0.038,0.073,0.877,7.117,1477,2471,3968,,,30072576,30072576,29875488|30072576,CBLN4,140689,ENSG00000054803,HGNC:16231,,,1.249,0.936,0.93,0.91
5689-1,SL012531,DB112,Beta-defensin 112,Q30KQ8,Protein,Human,20%,3.24E-12,31,13.193,0.041,0.037,0.056,0.98,113.535,119,318,3423,13.747,0.05,0.026,0.056,0.974,273.531,126,358,3830,,,,,,DEFB112,,ENSG00000180872,HGNC:18093,,,1.044,0.987,0.674,0.979
5690-49,SL007686,TUFT1,Tuftelin,Q9NNX1,Protein,Human,0.5%,2.55E-11,857,0.761,0.283,0.255,0.381,0.174,2.278,428,584,1794,5.12,0.049,0.061,0.078,0.776,15.73,2659,3670,4762,,,,,,TUFT1,7286,ENSG00000143367,HGNC:12422,,,1.328,0.787,0.775,0.655
5691-2,SL008669,CRLD2,Cysteine-rich secretory protein LCCL domain-containing 2,Q9H0B8,Protein,Human,0.5%,3.74E-11,57,29.492,0.019,0.016,0.025,0.984,189.162,257,917,2672,35.367,0.023,0.019,0.029,0.974,160.786,513,1142,2609,,,,,29875488|30072576,CRISPLD2,83716,ENSG00000103196,HGNC:25248,,,1.209,0.988,0.795,0.836
5698-60,SL005005,Tenascin-X,Tenascin-X,P22105,Protein,Human,0.5%,3.77E-11,46,289.536,0.024,0.022,0.033,0.899,21.56,8056,13180,21376,313.001,0.022,0.014,0.026,0.956,37.179,8811,12625,20154,,,,30072576,29875488|30072576,TNXB,7148,ENSG00000168477|ENSG00000236236|ENSG00000229353,HGNC:11976,,,1.013,0.97,0.785,0.935
5701-81,SL001871,Tetranectin,Tetranectin,P05452,Protein,Human,0.005%,2.41E-11,101,54.37,0.039,0.041,0.056,0.899,8.631,3554,4907,6362,47.156,0.04,0.029,0.049,0.872,11.294,3660,5080,6559,No closely related human proteins were available for specificity testing.,,,30072576,30072576,CLEC3B,7123,ENSG00000163815,HGNC:11891,,,1.602,0.681,1.455,0.807
5703-26,SL017108,NOE1,Noelin,Q99784,Protein,Human,20%,2.22E-11,35,6.27,0.035,0.028,0.045,0.959,46.071,145,209,1490,7.77,0.017,0.019,0.025,0.87,43.142,171,214,1151,,,,,30072576,OLFM1,10439,ENSG00000130558,HGNC:17187,,,1.311,0.942,0.834,0.939
5704-74,SL004564,Granzyme M,Granzyme M,P51124,Protein,Human,20%,9.43E-12,97,3.577,0.016,0.009,0.018,0.85,28.465,319,393,856,7.937,0.016,0.018,0.024,0.7,8.115,497,559,823,,,,,29875488,GZMM,3004,ENSG00000197540,HGNC:4712,,,1.72,0.768,1.061,0.638
5707-55,SL013780,ELK3,ETS domain-containing protein Elk-3,P41970,Protein,Human,20%,6.76E-11,47,16.389,0.08,0.057,0.098,0.905,7.496,416,1860,3915,11.884,0.078,0.05,0.093,0.754,4.479,424,657,1205,Under Investigation,,,,,ELK3,2004,ENSG00000111145,HGNC:3325,,,1.309,0.876,0.847,0.907
5708-1,SL007589,LEAP2,Liver-expressed antimicrobial peptide 2,Q969E1,Protein,Human,20%,1.44E-11,53,285.671,0.048,0.058,0.075,0.961,24.221,7125,18686,50259,239.209,0.038,0.056,0.068,0.951,50.237,1289,5171,19975,,,,,30072576,LEAP2,116842,ENSG00000164406,HGNC:29571,,,1.42,0.985,0.881,0.898
5713-9,SL004522,IFN-lambda 3,Interferon lambda-3,Q8IZI9,Protein,Human,20%,3.47E-12,48,2.828,0.03,0.033,0.045,0.911,25.236,113,149,530,4.586,0.029,0.041,0.051,0.872,18.244,132,164,470,,,,,,IFNL3,282617,ENSG00000197110,HGNC:18365,,,1.433,0.912,1.078,0.896
5714-88,SL017115,IFNA6,Interferon alpha-6,P05013,Protein,Human,20%,1.75E-10,75,4.286,0.049,0.046,0.068,0.71,2.657,307,380,753,11.712,0.019,0.02,0.028,0.92,21.46,549,636,913,,,,,,IFNA6,3443,ENSG00000120235,HGNC:5427,,,1.531,0.913,0.987,0.902
5715-4,SL017100,ABHEA,Protein ABHD14A,Q9BUJ0,Protein,Human,20%,5.27E-11,157,27.096,0.031,0.033,0.045,0.77,6.078,3604,6338,11854,30.962,0.033,0.026,0.042,0.969,18.744,4051,7103,14838,Under Investigation,,,,,ABHD14A,25864,ENSG00000248487,HGNC:24538,,,1.242,0.972,0.91,0.812
5716-49,SL017101,CSAG1,Putative chondrosarcoma-associated gene 1 protein,Q6PB30,Protein,Human,20%,2.72E-11,45,3.041,0.061,0.049,0.078,0.797,263.624,119,163,269,5.553,0.044,0.044,0.062,0.71,43.326,161,195,266,,,,,,CSAG1,158511,ENSG00000198930,HGNC:24294,,,2.056,0.699,1.111,0.766
5717-2,SL004657,CILP,Cartilage intermediate layer protein 1,O75339,Protein,Human,20%,3.79E-11,64,39.604,0.028,0.021,0.035,0.907,14.344,2304,5408,10267,33.699,0.027,0.027,0.038,0.898,21.53,1522,2523,5636,,,,,,CILP,8483,ENSG00000138615,HGNC:1980,,,1.253,0.971,0.885,0.893
5719-66,SL014977,CI061,Protein FAM189A2,Q15884,Protein,Human,20%,1.65E-11,143,3.012,0.024,0.03,0.038,0.798,4.872,456,536,1274,9.627,0.016,0.013,0.021,0.786,129.804,815,980,1446,,,,,,FAM189A2,9413,ENSG00000135063,HGNC:24820,,,1.569,0.861,1.04,0.843
5722-78,SL009198,Prolylcarboxypeptidase,Lysosomal Pro-X carboxypeptidase,P42785,Protein,Human,0.5%,1.16E-11,535,30.964,0.019,0.015,0.024,0.951,82.878,13815,21596,34008,43.655,0.015,0.018,0.024,0.954,30.339,15786,23388,33672,,,,,29875488|30072576,PRCP,5547,ENSG00000137509,HGNC:9344,,,1.187,0.977,0.951,0.933
5723-4,SL007263,INSL3,Insulin-like 3,P51460,Protein,Human,20%,1.61E-11,67,20.591,0.108,0.076,0.132,0.793,2.423,975,1623,4067,49.266,0.082,0.059,0.101,0.619,2.136,1850,2835,4555,,,,,,INSL3,3640,ENSG00000248099,HGNC:6086,,,1.493,0.784,0.977,0.795
5724-58,SL017104,SBSN,Suprabasin,Q6UWP8,Protein,Human,20%,6.33E-11,55,5.117,0.032,0.052,0.061,0.858,20.36,261,348,1850,10.252,0.021,0.022,0.03,0.917,21.507,358,426,1578,,,,,,SBSN,374897,ENSG00000189001,HGNC:24950,,,1.545,0.932,1.048,0.914
5726-49,SL012583,SG11A,Sperm-associated antigen 11A,Q6PDA7,Protein,Human,20%,1.15E-11,49,8.907,0.11,0.1,0.149,0.804,60.446,265,506,1000,19.197,0.077,0.043,0.088,0.713,4.371,516,763,1091,,,,,,SPAG11A,10407,ENSG00000178287,HGNC:33342,,,1.438,0.722,0.933,0.679
5727-35,SL017109,B3GLT,"Beta-1,3-glucosyltransferase",Q6Y288,Protein,Human,20%,6.73E-12,56,7.347,0.051,0.038,0.064,0.812,3.713,367,659,1410,12.391,0.027,0.073,0.078,0.782,14.031,406,518,785,,,,,30072576,B3GLCT,145173,ENSG00000187676,HGNC:20207,,,1.483,0.926,1,0.906
5728-60,SL012780,FCRL1,Fc receptor-like protein 1,Q96LA6,Protein,Human,20%,9.14E-12,75,62.079,0.03,0.028,0.041,0.95,75.852,2316,4782,10071,57.4,0.022,0.021,0.03,0.924,41.855,2419,4266,8090,,,,,29875488|30072576,FCRL1,115350,ENSG00000163534,HGNC:18509,,,1.192,0.973,0.794,0.919
5730-60,SL004000,BRAK,C-X-C motif chemokine 14,O95715,Protein,Human,20%,3.53E-11,97,6.404,0.03,0.029,0.042,0.897,50.026,621,806,1569,10.731,0.023,0.022,0.032,0.95,15.16,728,866,1413,,,,,,CXCL14,9547,ENSG00000145824,HGNC:10640,,,1.232,0.943,0.841,0.862
5731-1,SL012596,ISK6,Serine protease inhibitor Kazal-type 6,Q6UWN8,Protein,Human,0.5%,1.19E-11,96,5.528,0.044,0.02,0.048,0.959,43.261,282,562,1295,11.528,0.016,0.016,0.023,0.823,4.081,790,1069,1728,,,,,30072576|29875488,SPINK6,404203,ENSG00000178172,HGNC:29486,,,1.455,0.875,1.093,0.864
5734-13,SL004803,nectin-4,Nectin-4,Q96NY8,Protein,Human,20%,4.72E-12,60,4.411,0.021,0.019,0.028,0.956,6196.671,235,309,783,7.153,0.018,0.016,0.025,0.857,12.145,293,347,591,,,,,,NECTIN4,81607,ENSG00000143217,HGNC:19688,,,1.18,0.958,0.823,0.94
5735-54,SL017110,C1GLC,C1GALT1-specific chaperone 1,Q96EU7,Protein,Human,0.5%,9.58E-12,81,12.079,0.02,0.015,0.025,0.858,4.23,765,938,1207,18.62,0.02,0.02,0.029,0.879,5.48,1154,1389,1742,,,,,,C1GALT1C1,29071,ENSG00000288368|ENSG00000171155,HGNC:24338,,,1.548,0.761,1.05,0.821
5736-1,SL006573,TRML2,Trem-like transcript 2 protein,Q5T2D2,Protein,Human,0.5%,2.57E-12,54,70.08,0.027,0.019,0.033,0.969,87.032,2565,4050,6258,98.34,0.023,0.023,0.033,0.908,22.968,3131,5035,7982,,29875488,,,30072576|29875488,TREML2,79865,ENSG00000112195,HGNC:21092,,,1.107,0.97,0.888,0.94
5737-61,SL011110,SEM4D,Semaphorin-4D,Q92854,Protein,Human,0.5%,8.41E-12,64,22.089,0.02,0.021,0.028,0.901,29.371,1178,1844,2718,46.827,0.02,0.013,0.024,0.84,17.612,1757,2822,3966,,,,,30072576|29875488,SEMA4D,10507,ENSG00000187764,HGNC:10732,,,1.087,0.963,0.845,0.906
5738-25,SL003198,Tenascin,Tenascin,P24821,Protein,Human,0.5%,8.73E-11,58,84.2,0.021,0.021,0.03,0.975,68.934,2939,5292,8588,94.907,0.021,0.013,0.025,0.95,71.191,3188,5474,8622,,,,,,TNC,3371,ENSG00000041982,HGNC:5318,SP-C,P11686,1.39,0.978,1.063,0.914
5739-75,SL012464,KTDAP,Keratinocyte differentiation-associated protein,P60985,Protein,Human,20%,4.02E-11,91,9.406,0.115,0.053,0.126,0.588,1.026,662,1034,1941,56.166,0.086,0.059,0.104,0.775,3.033,2716,4201,6046,,,,,,KRTDAP,388533,ENSG00000188508,HGNC:16313,,,1.535,0.73,0.891,0.802
5740-17,SL013095,ROBO1,Roundabout homolog 1,Q9Y6N7,Protein,Human,20%,8.64E-12,97,62.621,0.064,0.065,0.091,0.859,12.509,3351,5825,10281,72.409,0.061,0.033,0.069,0.836,7.32,4870,6529,10780,,,,,,ROBO1,6091,ENSG00000169855,HGNC:10249,,,1.313,0.869,0.899,0.737
5742-14,SL012844,PPA6,Lysophosphatidic acid phosphatase type 6,Q9NPH0,Protein,Human,20%,7.67E-12,28,185.136,0.073,0.055,0.092,0.847,18.795,2485,5553,10989,215.058,0.064,0.035,0.073,0.806,8.108,2498,4785,9804,,,,,,ACP6,51205,ENSG00000162836,HGNC:29609,,,1.405,0.909,0.938,0.802
5743-82,SL012512,CART,Cocaine- and amphetamine-regulated transcript protein,Q16568,Protein,Human,20%,1.04E-10,68,3.255,0.038,0.021,0.044,0.891,29.647,227,279,907,9.428,0.018,0.011,0.021,0.872,71.177,385,460,954,,,,,,CARTPT,9607,ENSG00000164326,HGNC:24323,,,1.609,0.658,1.335,0.67
5744-12,SL017113,CA056,Protein MENT,Q9BUN1,Protein,Human,20%,7.79E-12,62,59.279,0.041,0.05,0.064,0.958,108.475,1494,2664,4964,51.981,0.037,0.031,0.048,0.948,38.766,1668,2211,3526,,,,,,MENT,54964,ENSG00000143443,HGNC:26045,,,1.086,0.874,0.69,0.866
5745-64,SL008648,PI15,Peptidase inhibitor 15,O43692,Protein,Human,20%,8.87E-11,187,8.559,0.069,0.073,0.101,0.792,8.547,1387,2134,3375,25.742,0.02,0.019,0.027,0.941,30.535,2703,3625,4343,,,,,,PI15,51050,ENSG00000137558,HGNC:8946,,,1.44,0.831,0.859,0.586
5748-20,SL005404,Acid ceramidase,Acid ceramidase,Q13510,Protein,Human,20%,1.07E-10,75,9.019,0.017,0.022,0.028,0.935,533.953,635,1485,2980,9.142,0.017,0.016,0.023,0.869,17.258,540,650,1066,Under Investigation,,,,,ASAH1,427,ENSG00000104763,HGNC:735,,,1.244,0.918,0.881,0.902
5749-53,SL009329,COL,Colipase,P04118,Protein,Human,20%,4.4E-11,44,5.02,0.031,0.029,0.043,0.902,104.282,159,267,655,9.022,0.03,0.026,0.039,0.809,6.49,221,308,673,,,,,29875488|30072576,CLPS,1208,ENSG00000137392,HGNC:2085,,,1.26,0.971,0.848,0.953
5751-14,SL005148,HCCR-1,LETM1 domain-containing protein 1,Q6P1Q0,Protein,Human,20%,2.19E-11,91,1.921,0.026,0.024,0.035,0.847,26.296,152,191,392,3.502,0.027,0.023,0.035,0.863,30.145,210,250,390,,,,,,LETMD1,25875,ENSG00000050426,HGNC:24241,,,1.544,0.851,1.131,0.81
5752-63,SL017114,SUSD3,Sushi domain-containing protein 3,Q96L08,Protein,Human,20%,1.07E-11,109,2.061,0.056,0.048,0.074,0.748,12.001,218,267,613,5.574,0.015,0.013,0.02,0.785,5.333,382,446,804,,,,,,SUSD3,203328,ENSG00000157303,HGNC:28391,,,1.452,0.842,1.036,0.843
5753-21,SL012638,F19A1,Protein FAM19A1,Q7Z5A9,Protein,Human,20%,8.17E-11,54,4.283,0.32,0.193,0.374,0.144,0.814,67,273,539,11.428,0.158,0.119,0.197,0.57,1.383,212,450,661,,,,,,TAFA1,407738,ENSG00000183662,HGNC:21587,,,1.81,0.511,1.06,0.375
5754-76,SL012879,INSL6,Insulin-like peptide INSL6,Q9Y581,Protein,Human,20%,4.82E-11,77,3.089,0.02,0.027,0.033,0.782,136.389,242,293,516,6.533,0.014,0.019,0.023,0.615,9.582,355,397,591,,,,30072576,,INSL6,11172,ENSG00000120210,HGNC:6089,,,1.445,0.863,1.021,0.859
5755-29,SL011908,GIP,Gastric inhibitory polypeptide,P09681,Protein,Human,20%,1.79E-11,63,4.93,0.023,0.042,0.048,0.94,198.324,289,364,976,12.258,0.015,0.017,0.022,0.874,25.956,505,570,1112,No binding was observed with Glucagon-like peptide 1.,,,,,GIP,2695,ENSG00000159224,HGNC:4270,,,1.506,0.9,1.096,0.9
5756-66,SL008518,PAPP2,Pappalysin-2,Q9BXP8,Protein,Human,20%,5.65E-11,121,4.294,0.05,0.048,0.069,0.785,192.113,496,625,1338,12.763,0.029,0.026,0.039,0.888,9.484,1010,1233,1593,,,,,,PAPPA2,60676,ENSG00000116183,HGNC:14615,,,2.538,0.725,1.553,0.694
5757-45,SL017107,GNAS3,Neuroendocrine secretory protein 55,O95467,Protein,Human,20%,9.44E-12,109,3.883,0.04,0.036,0.054,0.814,6.443,432,511,1015,11.435,0.02,0.02,0.028,0.915,83.97,751,904,1169,,,,,,GNAS,2778,ENSG00000087460,HGNC:4392,,,1.525,0.851,1.019,0.785
5758-49,SL003864,kallikrein 9,Kallikrein-9,Q9UKQ9,Protein,Human,20%,2.04E-11,168,3.336,0.033,0.034,0.047,0.647,6.28,566,701,1346,7.592,0.015,0.011,0.019,0.784,6.214,872,986,1864,,,,,,KLK9,284366,ENSG00000213022,HGNC:6370,,,1.693,0.816,1.146,0.804
5762-35,SL009230,Sperm-associated antigen 11,Sperm-associated antigen 11B,Q08648,Protein,Human,20%,4.06E-11,62,5.88,0.018,0.017,0.025,0.903,302.067,348,454,1954,10.344,0.017,0.018,0.025,0.884,12.391,441,501,1656,,,,,,SPAG11B,10407,ENSG00000164871|ENSG00000274405,HGNC:14534,,,1.267,0.963,0.889,0.949
5763-67,SL004535,HBD-4,Beta-defensin 104,Q8WTQ1,Protein,Human,20%,6.31E-11,52,8.536,0.025,0.033,0.041,0.971,88.766,267,435,1447,19.055,0.019,0.019,0.027,0.899,65.142,436,578,1477,,,,,29875488,DEFB104A,140596,ENSG00000176782|ENSG00000285034|ENSG00000277006|ENSG00000177023,HGNC:18115,,,1.47,0.952,1.012,0.953
